geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Tmc8	84.04999526	-0.192455223	0.514537269	-0.374035536	0.708377878	0.999929011
6030468B19Rik	2.277525248	-2.627994489	3.96857838	-0.662200475	0.50784275	0.999929011
Syngr2	2201.501389	-0.000844297	0.135329545	-0.006238826	0.99502217	0.999929011
Tk1	68.93058089	0.140941592	0.824599431	0.170921282	0.864285663	0.999929011
Afmid	104.6150527	-0.426401321	0.574953621	-0.741627333	0.458313159	0.999929011
Birc5	23.90392473	-0.458540441	1.152444064	-0.397885203	0.690714808	0.999929011
Tmem235	0.484809533	0.005545312	4.080438887	0.001358999	0.998915676	0.999929011
Tha1	306.096521	-0.048964864	0.256899278	-0.190599462	0.848839412	0.999929011
Socs3	1256.901502	-0.283602848	0.257485752	-1.101431225	0.270709022	0.999929011
Pgs1	2023.018373	0.052988896	0.129620647	0.40879981	0.682686579	0.999929011
Mir6933	0	NA	NA	NA	NA	NA
Dnah17	56.35901435	-0.114235448	0.649181791	-0.175968349	0.860318808	0.999929011
Cyth1	1509.490897	0.075111006	0.132450997	0.567085245	0.570656267	0.999929011
Usp36	1334.819736	0.115355259	0.117512013	0.981646521	0.32627402	0.999929011
Timp2	50780.13047	-0.181681034	0.092829014	-1.957157861	0.050328911	0.938333881
BC100451	89.8035116	0.294409674	0.405784211	0.725532601	0.468125352	0.999929011
Lgals3bp	2417.072803	0.278950742	0.345250758	0.807965618	0.419110375	0.999929011
Cant1	2706.150461	0.038218401	0.104179791	0.36685043	0.713730588	0.999929011
C1qtnf1	2583.381961	-0.149071725	0.39961896	-0.373034665	0.709122644	0.999929011
Gm11747	2.614778272	5.501524186	3.828165833	1.43711752	0.150684604	0.999929011
Engase	765.9645498	-0.03840956	0.213250312	-0.180114906	0.857062361	0.999929011
Rbfox3	39.24634216	-0.230261315	0.675722662	-0.34076305	0.733281969	0.999929011
Enpp7	0	NA	NA	NA	NA	NA
Cbx2	927.1388247	0.508612434	0.216933075	2.344559189	0.019049587	0.807374062
Cbx8	350.853664	0.234382609	0.283224433	0.827550811	0.407924935	0.999929011
Cbx4	1735.827204	0.045887018	0.135400127	0.33889937	0.734685539	0.999929011
Tbc1d16	743.5015181	-0.257640347	0.224091526	-1.149710349	0.25026319	0.999929011
Mir6934	0	NA	NA	NA	NA	NA
Ccdc40	205.6584811	0.059887342	0.328937023	0.182063245	0.855533093	0.999929011
Gaa	7514.21991	0.019784114	0.069393702	0.285099556	0.77556787	0.999929011
Eif4a3	3026.710737	-0.016554112	0.097791145	-0.169280274	0.865576191	0.999929011
Card14	36.63155764	-0.823491524	0.954203041	-0.863014986	0.388129228	0.999929011
Sgsh	732.4826346	0.112030406	0.197210598	0.568074976	0.569984059	0.999929011
Slc26a11	1140.427465	0.233377595	0.172119314	1.355905909	0.175129107	0.999929011
Mir1932	13.08638669	-0.756089595	1.483802652	-0.5095621	0.610358282	0.999929011
Endov	1150.654558	-0.095065167	0.133134438	-0.71405392	0.475193838	0.999929011
Nptx1	18.84689339	-0.575786424	0.914705528	-0.629477363	0.529036584	0.999929011
Gm11762	0.725560481	-3.981001881	4.00968877	-0.992845607	0.3207852	0.999929011
Rptor	2322.553354	-0.126752657	0.107447048	-1.179675557	0.238129279	0.999929011
Rptoros	4.390057751	2.004453564	2.599199088	0.771181236	0.440599515	0.999929011
Chmp6	1132.716927	0.056360402	0.112197103	0.502333845	0.615432705	0.999929011
Baiap2	3778.946545	0.098039195	0.131351505	0.746388057	0.455433032	0.999929011
Aatk	58473.06343	0.161406837	0.153449105	1.051859095	0.292864202	0.999929011
Mir338	4.707644839	-1.46468991	2.794281694	-0.524174035	0.600157499	0.999929011
Mir3065	0	NA	NA	NA	NA	NA
Cep131	525.7891621	-0.186157981	0.201109386	-0.925655357	0.354625115	0.999929011
Enthd2	444.2280958	-0.420170509	0.165190845	-2.543545967	0.010973362	0.719147432
1810043H04Rik	631.7942127	-0.202070214	0.173836651	-1.162414326	0.245067207	0.999929011
Slc38a10	7766.305879	0.028695199	0.104211477	0.275355459	0.78304316	0.999929011
2810410L24Rik	368.7883733	-0.118166557	0.261404586	-0.452044699	0.651236782	0.999929011
Bahcc1	2158.203992	-0.101890111	0.12424619	-0.820066283	0.412178322	0.999929011
Actg1	18817.74842	-0.239284255	0.075494646	-3.169552652	0.001526738	0.285232423
Mir6935	9.712197614	-0.866522362	1.772508887	-0.488867711	0.624935357	0.999929011
0610009L18Rik	211.8828465	0.071258107	0.321476115	0.221659102	0.82457927	0.999929011
Fscn2	24.79514031	-0.745582358	1.100544482	-0.677466809	0.498109822	0.999929011
2310003H01Rik	798.7332471	-0.199650701	0.177020584	-1.127838903	0.25938796	0.999929011
Nploc4	3260.822553	-0.089937494	0.093142269	-0.965592688	0.334248036	0.999929011
Tspan10	0.302416418	-2.723003335	4.030659723	-0.675572617	0.499312032	NA
Pde6g	2.948727812	-0.839017873	2.718318078	-0.30865331	0.757585264	0.999929011
Oxld1	150.9701295	-0.292959166	0.361440061	-0.810533192	0.417633796	0.999929011
Ccdc137	845.9910602	-0.078654444	0.13053516	-0.602553707	0.546805624	0.999929011
Arl16	487.5483656	0.07512556	0.197282982	0.380801017	0.703350905	0.999929011
Hgs	2790.474294	0.086507336	0.08417325	1.027729544	0.304077066	0.999929011
Mrpl12	1394.581981	-0.083743916	0.152984503	-0.547401299	0.584103063	0.999929011
Slc25a10	6337.622164	-0.1502774	0.110576276	-1.359038345	0.174134438	0.999929011
Gcgr	5.185413225	4.901633892	2.86922245	1.708349205	0.087571566	0.999929011
Fam195b	3178.850166	-0.021111583	0.101936321	-0.207105601	0.835927388	0.999929011
Ppp1r27	6.188821983	2.382863589	2.83847095	0.839488454	0.401195266	0.999929011
P4hb	14782.16293	-0.148754603	0.084145483	-1.767826359	0.077089937	0.994573439
Arhgdia	21225.9796	0.025162216	0.080845511	0.311238257	0.755619501	0.999929011
Alyref	1686.036939	-0.150599135	0.111104785	-1.355469395	0.175268053	0.999929011
Anapc11	3595.505922	0.078193687	0.118467144	0.660045343	0.509224732	0.999929011
Npb	31.13639058	0.585295599	1.051839082	0.556449754	0.577903434	0.999929011
Pcyt2	5374.451938	0.085940941	0.159370604	0.539252149	0.589712881	0.999929011
Sirt7	1307.764144	0.25887518	0.198618495	1.303379021	0.192445395	0.999929011
Mir6936	0	NA	NA	NA	NA	NA
Mafg	1067.549541	0.068172297	0.163684315	0.416486437	0.67705409	0.999929011
Pycr1	82.86425379	-0.331303421	0.432635782	-0.765779058	0.443807777	0.999929011
Myadml2	16.80111255	-1.338916731	2.621457159	-0.510752856	0.609524124	0.999929011
Notum	15.47516274	0.119120963	1.188784518	0.100203999	0.920182371	0.999929011
Aspscr1	1410.43502	0.015315802	0.128191299	0.119476144	0.904898139	0.999929011
Stra13	674.4647371	0.217410659	0.157652953	1.379045902	0.167880602	0.999929011
Lrrc45	1178.375658	0.487333708	0.219395472	2.221256914	0.026333565	0.853868102
Rac3	286.0026274	-0.280913106	0.241726786	-1.162109959	0.245190803	0.999929011
Dcxr	690.3932685	-0.10992894	0.207958833	-0.528609141	0.597076618	0.999929011
Cbr2	1083.923464	-0.804712664	0.246070722	-3.270249532	0.001074527	0.246488224
Rfng	1153.808034	-0.033681799	0.144472464	-0.233136461	0.815655443	0.999929011
Gps1	2755.863881	-0.212489707	0.098046916	-2.167224781	0.030217719	0.894780225
Dus1l	797.892006	0.32883437	0.187084408	1.757679191	0.07880211	0.996191478
Fasn	28332.20791	-1.37346218	0.259082145	-5.301261415	1.15E-07	0.000347354
Ccdc57	194.9010099	0.441870876	0.394629808	1.119709831	0.262837434	0.999929011
Slc16a3	120.1234413	-0.353290292	0.616513708	-0.573045315	0.566614012	0.999929011
Csnk1d	6615.380822	0.021446507	0.075841283	0.282781444	0.777344379	0.999929011
Cd7	9.950316017	-0.034708182	2.056825893	-0.016874633	0.98653663	0.999929011
Sectm1b	2.841393527	-0.567445077	3.493963078	-0.162407291	0.87098513	0.999929011
Sectm1a	2.152264394	-1.311005392	3.784801352	-0.346386843	NA	NA
Tex19.2	0	NA	NA	NA	NA	NA
Tex19.1	0	NA	NA	NA	NA	NA
Uts2r	0.765016352	-0.475340158	4.080438887	-0.116492409	0.907262301	0.999929011
Ogfod3	406.0420762	-0.273273468	0.193055435	-1.415518128	0.156916637	0.999929011
Hexdc	503.2009135	0.126769019	0.231591823	0.54738124	0.584116841	0.999929011
BC017643	1099.568134	-0.084726992	0.125982682	-0.67252888	0.501247061	0.999929011
Narf	1342.365492	-0.160656194	0.121488529	-1.322398045	0.18603564	0.999929011
Foxk2	2957.366378	-0.049013483	0.085510288	-0.573188145	0.56651731	0.999929011
Wdr45b	2279.731981	-0.120842117	0.100733398	-1.199623161	0.230285727	0.999929011
Rab40b	810.0253778	0.240039662	0.198972452	1.206396461	0.22766466	0.999929011
Mir7236	0.855086077	4.223008771	4.007366828	1.053811381	NA	NA
Fn3krp	1360.540817	0.322634803	0.141368699	2.28222234	0.022476217	0.816470314
Fn3k	294.6601244	0.331802425	0.339739596	0.976637486	0.328748654	0.999929011
Tbcd	1675.245404	-0.138498105	0.133168285	-1.040023194	0.298329125	0.999929011
Zfp750	4.862795864	-0.587841727	2.931140057	-0.200550542	0.841050034	0.999929011
B3gntl1	491.132687	-0.145812241	0.244660758	-0.59597723	0.551190438	0.999929011
Metrnl	5797.544198	0.321354718	0.139934684	2.296462252	0.021649465	0.816470314
Ptchd3	0	NA	NA	NA	NA	NA
Rab10os	291.2023841	-0.329242913	0.268779821	-1.224953982	0.220592559	0.999929011
Rab10	8336.73471	-0.003679476	0.07350782	-0.050055568	0.960078107	0.999929011
Kif3c	6084.882664	0.024120393	0.134391727	0.179478256	0.857562189	0.999929011
1110002L01Rik	94.10910757	-0.0244215	0.597862361	-0.040848031	0.967417048	0.999929011
Asxl2	1609.022096	0.201640223	0.123096113	1.638071402	0.1014068	0.999929011
Dtnb	307.7001415	0.156911799	0.217576369	0.721180334	0.47079857	0.999929011
Dnmt3a	2475.090382	0.055713428	0.108561918	0.513194949	0.607814959	0.999929011
Dnmt3aos	12.99742251	0.735950459	1.962834027	0.374942786	0.707703018	0.999929011
Pomc	44.72140987	0.176771668	0.591709572	0.298747351	0.765132825	0.999929011
Efr3b	3956.835194	0.329215513	0.122737154	2.682280808	0.007312205	0.615867192
Dnajc27	1137.797844	-0.019792835	0.131278129	-0.150770236	0.880156966	0.999929011
Adcy3	565.9068341	-0.292396335	0.276351498	-1.058059528	0.290028304	0.999929011
Cenpo	204.3840068	-0.326453117	0.408839112	-0.798487981	0.424587365	0.999929011
Ptrhd1	244.6411753	-0.060214798	0.231435195	-0.260179952	0.794724968	0.999929011
Ncoa1	2197.623864	-0.099781983	0.107368442	-0.929341821	0.352711968	0.999929011
Itsn2	2380.862153	-0.037207247	0.13396671	-0.277735021	0.781215775	0.999929011
Fam228a	13.32410249	1.513509398	1.833730531	0.825371761	0.409160562	0.999929011
Fam228b	28.80520777	1.430464625	1.137866187	1.257146615	0.20870055	0.999929011
Pfn4	16.32301529	-0.991323461	1.13149806	-0.876115918	0.38096702	0.999929011
Gm6682	138.1529462	-0.227423822	0.332865802	-0.683229761	0.49446167	0.999929011
Sf3b6	762.7441944	-0.152483755	0.186128092	-0.819240948	0.412648957	0.999929011
Fkbp1b	312.982763	-0.05397551	0.246364334	-0.219088165	0.82658137	0.999929011
BC068281	199.9649276	-0.081240282	0.351750615	-0.230959887	0.817345965	0.999929011
Mfsd2b	90.1024735	-0.090473401	0.544229166	-0.166241368	0.867967006	0.999929011
Ubxn2a	1610.855534	-0.049733807	0.125459369	-0.396413652	0.691799896	0.999929011
Atad2b	1113.562916	0.188074675	0.143236207	1.313038642	0.189169928	0.999929011
Klhl29	736.5808862	-0.091996837	0.210724826	-0.43657332	0.662420815	0.999929011
2810032G03Rik	71.73857557	1.145194015	0.574371036	1.99382271	0.046171433	0.921825264
1700101O22Rik	0	NA	NA	NA	NA	NA
Apob	9.426183336	1.174655692	2.103938993	0.55831262	0.576630929	0.999929011
1110057K04Rik	1873.339215	-0.057071285	0.140641146	-0.405793659	0.684894218	0.999929011
Gdf7	38.50092022	-0.031324592	0.819158365	-0.038239971	0.969496352	0.999929011
Hs1bp3	823.7701213	0.15965011	0.195109157	0.818260465	0.413208476	0.999929011
Rhob	10328.99759	-0.107918171	0.11754369	-0.918111145	0.358560681	0.999929011
Slc7a15	0.579104106	2.339460765	4.01880282	0.582128776	0.560479944	0.999929011
Pum2	7763.52297	-0.034663056	0.06384554	-0.542920557	0.587184501	0.999929011
Sdc1	3377.62175	-0.034526424	0.235224223	-0.146780904	0.883304958	0.999929011
Laptm4a	33195.9036	0.006273493	0.057773914	0.108586951	0.913530111	0.999929011
Matn3	0.423631393	0.005543602	4.080438887	0.00135858	0.99891601	0.999929011
Wdr35	919.2168184	0.452667051	0.16312408	2.774986082	0.005520407	0.543700087
Ttc32	124.7541323	0.469368082	0.52052679	0.901717434	0.367206989	0.999929011
1700022H16Rik	0	NA	NA	NA	NA	NA
Osr1	603.1125516	-0.748193544	0.410393647	-1.823111904	0.068286444	0.982876461
Nt5c1b	5.371986302	-1.567285582	2.342455188	-0.669078149	0.503445628	0.999929011
Rdh14	875.5329328	-0.107001191	0.171013842	-0.625687307	0.53152006	0.999929011
4931412M21	0	NA	NA	NA	NA	NA
7420701I03Rik	0	NA	NA	NA	NA	NA
Kcns3	820.9821622	-0.002416001	0.165753521	-0.014575862	0.988370556	0.999929011
Msgn1	0.133089713	0.00553385	4.080438887	0.00135619	0.998917917	NA
Gen1	18.87841318	-1.101266322	1.058902784	-1.040007013	0.298336642	0.999929011
Smc6	2511.512646	-0.170201099	0.12838209	-1.325738661	0.184926277	0.999929011
Mir7675	1.82306994	-0.956203939	4.080438887	-0.234338503	0.814722197	0.999929011
Vsnl1	53.83419989	1.13453393	0.596670795	1.901440357	0.057244358	0.963574736
4930511A02Rik	0	NA	NA	NA	NA	NA
Rad51ap2	1.913444681	0.005590244	4.080438887	0.00137001	NA	NA
Tubb2a-ps2	0.213338083	-0.915438724	4.075719841	-0.224607863	0.822284347	NA
Fam49a	735.7647403	0.160817503	0.250355987	0.642355329	0.520642497	0.999929011
4921511I17Rik	2.398010481	-1.784597217	3.474944487	-0.51356136	0.6075587	0.999929011
Mycn	424.5319115	-0.060453218	0.23943679	-0.252480906	0.800669371	0.999929011
Ddx1	4835.836071	-0.037422655	0.089274979	-0.419184136	0.675081565	0.999929011
Nbas	1366.968388	-0.22613504	0.132412651	-1.707805397	0.087672457	0.999929011
Fam84a	22.82260267	-0.153071034	0.95670201	-0.159998655	0.872882134	0.999929011
Gm16497	0	NA	NA	NA	NA	NA
4930448C13Rik	0.651494154	3.830911521	4.011364314	0.955014609	0.339570309	0.999929011
Trib2	5115.778599	0.024781328	0.134041155	0.184878505	0.853324331	0.999929011
Mir6387	2.548735225	-1.402005517	3.327902389	-0.421288053	0.673544753	0.999929011
Lpin1	4660.220336	0.038951345	0.109890088	0.354457315	0.722996188	0.999929011
Ntsr2	14.96205261	-1.878841187	1.604280792	-1.171142356	0.241541561	0.999929011
Greb1	197.6749534	-0.290698279	0.439724468	-0.661091888	0.508553387	0.999929011
E2f6	1113.737627	-0.425040451	0.18131635	-2.344192632	0.01906832	0.807374062
Rock2	7168.162926	0.064622113	0.086828113	0.744253347	0.45672322	0.999929011
Pqlc3	853.5190139	-0.117817897	0.209815348	-0.561531357	0.57443536	0.999929011
2410004P03Rik	1.235455963	-3.889818491	4.010674814	-0.969866337	0.332113121	0.999929011
Kcnf1	151.756309	0.435096794	0.399443214	1.089258195	0.276040042	0.999929011
Pdia6	6495.754774	-0.060060406	0.069881989	-0.859454735	0.390089683	0.999929011
Atp6v1c2	21.42251749	0.575204065	1.387048312	0.414696489	0.678364103	0.999929011
Nol10	538.8060727	0.218128664	0.215793692	1.010820388	0.312102403	0.999929011
Mir3066	0	NA	NA	NA	NA	NA
Odc1	12809.50256	-0.137188402	0.115608197	-1.186666739	0.235359099	0.999929011
Hpcal1	1107.60941	0.027346119	0.172225503	0.15878089	0.873841505	0.999929011
5730507C01Rik	49.563217	-0.818838965	0.69805483	-1.173029581	0.240783943	0.999929011
1700030C10Rik	125.1209644	-0.517181071	0.409549439	-1.26280498	0.206659275	0.999929011
Asap2	1651.633222	-0.117209727	0.115683643	-1.013191866	0.310968525	0.999929011
Itgb1bp1	987.2145898	-0.107605203	0.143653385	-0.749061382	0.45382021	0.999929011
Cpsf3	1623.834455	0.016181977	0.107132836	0.151045916	0.879939496	0.999929011
Iah1	1235.790595	-0.107087623	0.135009489	-0.793185896	0.427669524	0.999929011
Adam17	3080.93646	0.035658562	0.109904438	0.324450612	0.745596908	0.999929011
Ywhaq	9670.146068	-0.018404123	0.073030831	-0.252004845	0.801037319	0.999929011
2410018L13Rik	38.82020488	0.078739161	0.673011844	0.116995208	0.906863851	0.999929011
9030624G23Rik	51.57957425	-0.350727214	0.808174049	-0.433974853	0.664306702	0.999929011
Taf1b	665.0959026	0.072886863	0.199613838	0.365139331	0.715007403	0.999929011
Grhl1	75.80556222	-1.033612981	0.575621535	-1.795646822	0.072550704	0.98432104
Klf11	1843.548513	0.099405975	0.11213955	0.886448848	0.375375706	0.999929011
Cys1	1287.183555	-0.018999767	0.185117715	-0.102636135	0.918251763	0.999929011
Rrm2	60.29606477	0.737033824	0.489107912	1.506894094	0.131837806	0.999929011
Mboat2	2744.291668	0.130423965	0.10640742	1.225703672	0.220310208	0.999929011
Kidins220	6205.04109	0.050957673	0.09933978	0.512963418	0.607976911	0.999929011
Id2	571.8868209	-0.035878664	0.27945251	-0.128389128	0.897841034	0.999929011
Gm17746	0.139841319	1.620178079	4.070336783	0.398045215	0.690596857	NA
4930480M12Rik	0	NA	NA	NA	NA	NA
Rnf144a	1784.798698	-0.19054632	0.147971273	-1.287725084	0.197841678	0.999929011
Mir6538	1.669399256	-2.39883661	3.568082869	-0.672304063	0.501390144	0.999929011
Rsad2	560.2277364	0.39778974	0.237676173	1.673662678	0.094196913	0.999929011
Cmpk2	586.48261	0.473943694	0.262758359	1.803724521	0.071274504	0.982876461
Gm20187	0	NA	NA	NA	NA	NA
Gm9866	0.810882663	1.075823545	4.071928398	0.264204927	0.791622015	0.999929011
Sox11	11.47308282	-1.594625907	1.316864583	-1.210926262	0.225923666	0.999929011
Dcdc2c	0.585069361	-1.007833723	4.07247105	-0.247474742	0.804540837	0.999929011
Allc	0.259561457	0.005537768	4.080438887	0.00135715	0.998917151	NA
Colec11	324.1080947	-0.254958988	0.275800716	-0.92443193	0.355261477	0.999929011
Rps7	12878.53341	-0.050644929	0.074079462	-0.683656816	0.494191898	0.999929011
Rnaseh1	516.6127918	0.666622277	0.238431259	2.795867793	0.005176057	0.535965072
Adi1	1230.977265	0.012916239	0.131243506	0.09841431	0.921603312	0.999929011
Mir6937	1.838430565	2.192958954	4.046637453	0.541921281	0.587872736	0.999929011
Trappc12	1447.482093	-0.068045254	0.140818559	-0.483212259	0.628945032	0.999929011
Tssc1	462.6547215	0.151913949	0.217331302	0.698997096	0.484553846	0.999929011
Myt1l	14.62190734	0.548785764	1.259607255	0.43568006	0.663068875	0.999929011
C630031E19Rik	0	NA	NA	NA	NA	NA
Pxdn	3834.541597	0.101795188	0.398857667	0.255216827	0.798555635	0.999929011
Tpo	0.4149613	3.186288172	4.020807886	0.792449742	0.428098485	0.999929011
Sntg2	38.29045522	1.133671197	1.146292385	0.988989556	0.322668251	0.999929011
2310016D03Rik	8.655986404	1.088562856	2.185735634	0.498030429	0.618462595	0.999929011
Tmem18	2301.177109	-0.133796819	0.091675306	-1.459464109	0.144437412	0.999929011
Fam150b	87.60561678	-0.778517575	0.478624916	-1.626571348	0.103828169	0.999929011
Acp1	1721.612979	0.002698817	0.127076597	0.02123772	0.983056025	0.999929011
Sh3yl1	199.327084	0.271825557	0.284398799	0.9557901	0.339178291	0.999929011
Fam110c	30.32433659	1.147925674	1.125151301	1.020241165	0.307614099	0.999929011
6030469F06Rik	0	NA	NA	NA	NA	NA
Lamb1	21586.52762	-0.034379397	0.097818989	-0.351459333	0.725243777	0.999929011
Dld	3979.208751	-0.102165322	0.09854982	-1.03668705	0.299881729	0.999929011
Slc26a3	1.283338105	4.121586375	4.008299502	1.028263076	NA	NA
Cbll1	971.8176297	0.017614368	0.154023716	0.114361403	0.908951309	0.999929011
Slc26a4	2.814255537	-5.757001933	3.998961471	-1.439624256	0.149973733	0.999929011
Bcap29	1459.852617	0.104090091	0.170138534	0.611796096	0.540672673	0.999929011
Dus4l	264.0196665	0.172030837	0.26530188	0.648434295	0.516704095	0.999929011
Cog5	743.3286314	-0.111596829	0.181882125	-0.613566777	0.539501643	0.999929011
Gpr22	7.952109438	-0.920956774	2.149174463	-0.428516525	0.668275105	0.999929011
Hbp1	5067.600792	0.088329869	0.091867548	0.961491528	0.336305083	0.999929011
Prkar2b	9772.526421	0.380187657	0.110101101	3.453077705	0.000554229	0.173167998
Pik3cg	239.4431441	-0.416432558	0.571971073	-0.728065767	0.466573328	0.999929011
Ccdc71l	1376.7493	-0.075198947	0.142974702	-0.525959807	0.598916134	0.999929011
Nampt	3849.226292	-0.051775043	0.091104014	-0.568306934	0.569826572	0.999929011
Gdap10	87.0463208	-0.612106292	0.605627383	-1.010697846	0.312161068	0.999929011
4933406C10Rik	43.32396017	-0.010003154	0.956398722	-0.010459188	0.991654927	0.999929011
Sypl	6148.414922	0.041128035	0.073019451	0.563247665	0.57326625	0.999929011
Cdhr3	78.17296984	-0.07496415	0.490537992	-0.152820273	0.87854001	0.999929011
F730043M19Rik	72.13044069	0.852484862	0.508578136	1.676212173	0.093696641	0.999929011
Atxn7l1	943.3700935	0.229587084	0.149275003	1.538014266	0.124045127	0.999929011
Efcab10	0.121325149	-0.956255959	4.080438887	-0.234351251	0.814712301	NA
Twistnb	479.4459784	0.114005273	0.234306801	0.486564083	0.626567282	0.999929011
Ferd3l	0	NA	NA	NA	NA	NA
Twist1	619.4292902	-0.234188173	0.259172126	-0.903600926	0.36620705	0.999929011
Hdac9	204.4398684	-0.284746352	0.365172902	-0.779757617	0.435533558	0.999929011
Prps1l1	1.815337029	-4.763122199	4.003352704	-1.189783302	NA	NA
Snx13	3756.229497	-0.011460505	0.121811155	-0.0940842	0.925042271	0.999929011
Ahr	3759.601589	0.393648515	0.130189931	3.023647929	0.002497469	0.374042417
9130015A21Rik	2.312893577	5.658406328	3.99928478	1.414854565	0.157111142	0.999929011
Agr3	0	NA	NA	NA	NA	NA
Agr2	0.311473748	0.005539964	4.080438887	0.001357688	0.998916722	NA
Tspan13	3206.427332	0.389546682	0.125264636	3.109789761	0.001872206	0.313718975
Gm5434	3.628889114	5.931330057	3.998466456	1.483401229	NA	NA
Bzw2	1634.979549	0.035272817	0.115742707	0.304751965	0.760555068	0.999929011
Ankmy2	1269.685019	0.091817609	0.128636644	0.713774907	0.475366378	0.999929011
Lrrc72	0.890473143	-4.274439218	4.006904083	-1.06676854	0.286076368	0.999929011
Sostdc1	5090.684336	0.266830863	0.1650939	1.616236959	0.106043091	0.999929011
Ispd	1173.13171	0.070037548	0.16223485	0.431704707	0.665956046	0.999929011
Meox2	2609.440234	-0.285091361	0.225984295	-1.261553867	0.207109365	0.999929011
Agmo	987.7615573	-0.079473381	0.137858598	-0.576484761	0.564287568	0.999929011
Dgkb	218.6033986	0.093985213	0.515991959	0.182144724	0.855469151	0.999929011
Mir467a-6	0	NA	NA	NA	NA	NA
Mir467a-3	0	NA	NA	NA	NA	NA
Mir467a-10	0	NA	NA	NA	NA	NA
4930428E07Rik	0.131345029	0.967281379	4.080438887	0.237053269	0.812615465	NA
Etv1	1094.237286	0.059396888	0.175627787	0.338197556	0.735214318	0.999929011
Arl4a	2317.106311	-0.422850683	0.242747171	-1.741938665	0.081519177	0.996191478
Scin	189.3196235	-0.03438918	0.440589526	-0.07805265	0.937786172	0.999929011
Lsmem1	6.048321249	1.591720042	2.019696009	0.78809882	0.430638905	0.999929011
Ifrd1	2777.513777	-0.096443995	0.114273627	-0.843974216	0.398683814	0.999929011
Mir1938	3.7072404	1.884939646	3.458213139	0.545061733	0.585711061	0.999929011
Gm7008	12.35315999	-0.309991642	1.535265911	-0.201913975	0.839983977	0.999929011
Zfp277	584.0575216	0.039039336	0.222911824	0.175133536	0.860974708	0.999929011
Dock4	539.8571366	0.076156132	0.203677183	0.373906056	0.708474211	0.999929011
Immp2l	142.9341075	-0.295437545	0.331446902	-0.891357088	0.372737631	0.999929011
Lrrn3	2804.608406	0.484882584	0.139642033	3.472325434	0.00051597	0.166971724
Dnajb9	1996.371726	-0.215352122	0.120572361	-1.786081984	0.074085985	0.98432104
Mir5627	0	NA	NA	NA	NA	NA
Gm2027	30.76623482	0.159377596	1.075505749	0.148188511	0.882193999	0.999929011
Pnpla8	3991.051273	-0.003163428	0.076836891	-0.041170691	0.967159819	0.999929011
Nrcam	2495.362593	-0.066357977	0.130654215	-0.507890062	0.611530445	0.999929011
Stxbp6	10919.98665	0.041673892	0.097065597	0.429337412	0.667677695	0.999929011
Nova1	571.7590182	-0.99442098	0.31353342	-3.171658635	0.001515711	0.285232423
Mir5125	0.32629641	2.827333446	4.028192786	0.701886329	0.482750055	NA
Foxg1	0.047499845	0.005522719	4.080438887	0.001353462	0.998920094	NA
3110039M20Rik	0	NA	NA	NA	NA	NA
1810007C17Rik	0	NA	NA	NA	NA	NA
Prkd1	1331.336829	0.216910977	0.141513328	1.532795394	0.125326276	0.999929011
G2e3	698.525141	-0.089686636	0.185532837	-0.483400337	0.628811509	0.999929011
Scfd1	1643.016593	0.100611582	0.115723712	0.869411985	0.38462183	0.999929011
Coch	29.87815726	-0.023750318	1.546193237	-0.015360511	0.987744567	0.999929011
Strn3	4216.322525	-0.013259349	0.079832027	-0.166090591	0.868085659	0.999929011
Ap4s1	1095.700798	0.099454043	0.160478228	0.619735425	0.535431989	0.999929011
Hectd1	5893.943728	-0.062157857	0.068634255	-0.905638979	0.36512697	0.999929011
Heatr5a	3600.691061	0.07672935	0.097057721	0.790553793	0.429204419	0.999929011
Dtd2	572.1434479	0.15816691	0.151879903	1.041394592	0.297692451	0.999929011
Gpr33	0	NA	NA	NA	NA	NA
Nubpl	221.8614434	0.107692399	0.290945931	0.370145748	0.711273897	0.999929011
Arhgap5	3150.190238	6.48E-05	0.136832405	0.000473454	0.999622239	0.999929011
1700031P21Rik	0	NA	NA	NA	NA	NA
Akap6	482.0820792	0.140946332	0.250068411	0.563631095	0.573005221	0.999929011
Npas3	56.15168563	0.435804208	0.795114595	0.548102388	0.583621601	0.999929011
Egln3	425.4730653	-0.239048844	0.249265454	-0.959013135	0.337552128	0.999929011
1700104L18Rik	0	NA	NA	NA	NA	NA
Gm7550	0	NA	NA	NA	NA	NA
Sptssa	3395.390728	0.059097237	0.087553309	0.674985761	0.499684812	0.999929011
Mir1892	0	NA	NA	NA	NA	NA
Eapp	1256.452535	-0.054934889	0.142681328	-0.385018068	0.700224029	0.999929011
Snx6	3355.313959	0.001462389	0.083234416	0.01756952	0.985982272	0.999929011
Cfl2	7358.212253	0.033161183	0.085460554	0.388029114	0.697994488	0.999929011
Baz1a	830.5574059	0.283026876	0.159223629	1.777543178	0.075478913	0.989030273
2700097O09Rik	186.7048204	0.357206892	0.363345063	0.983106498	0.325555026	0.999929011
Srp54a	250.521594	-0.368910674	0.311784742	-1.183222345	0.23672104	0.999929011
1700047I17Rik2	0	NA	NA	NA	NA	NA
Fam177a	0	NA	NA	NA	NA	NA
Srp54b	9.619805608	-0.172220435	0.63837515	-0.269779353	0.787330008	0.999929011
Srp54c	0	NA	NA	NA	NA	NA
